code,name,scie,grup,desc
M004,"Egg, poultry, whole, boiled",,Egg and Egg Products,A. Xijoa Koni; B. Sheddho Dim; G. Bafelu Indu; H. Ubla Anda; Kan. Beyisida Motte; Kash. Hukyun Thool; Kh. Pylleng Thnam; Kon. Ukdil'lem Tanti; Mal. Puzhungiya Mutta; M. Yairum Tathpa; Mar. Ukadalele Ande; N. Usineko Anda; O. Sijha Anda; P. Ublia Anda; Tam. Avitha Muttai; Tel. Udikinchina Guddu; U. Ubla Anda.
M005,"Egg, poultry, white, boiled",,Egg and Egg Products,A. Xijoa Koni Boga; B. Sheddho Dimer Shada; G. Bafelu Indu no Safed Bhaag; H. Ubla Safedi; Kan. Beyisida Motteya Bili; Kash. Hukyun Thool Safed; Kh. Pylleng Lieh Thnam; Kon. Ukdil'lem Dhovo Bhag; Mal. Puzhungiya Vella; M. Yairum Angouba Tathpa; Mar. Ukadlela Pandhra Balak; N. Usineko Seto Bhag; O. Sijha Andara Dhala Ansa; P. Ubli Safedi; Tam. Avitha Muttai Vellai; Tel. Udikinchina Tella Sona; U. Ubli Safedi.
M006,"Egg, poultry, yolk, boiled",,Egg and Egg Products,A. Xijoa Koni Halodhiya; B. Sheddho Dimer Kushum; G. Bafelu Indu ni Pili Jardi; H. Ubla Zardi; Kan. Beyisida Motteya Haladi; Kash. Hukyun Thool Pila; Kh. Pylleng Stem Thnam; Kon. Ukdil'lem Holduvo Bhag; Mal. Puzhungiya Manja; M. Yairum Amanba Tathpa; Mar. Ukadlela Pivla Balak; N. Usineko Pahenlo Bhag; O. Sijha Andara Haladia Ansa; P. Ubli Zardi; Tam. Avitha Muttai Manjal; Tel. Udikinchina Pacha Sona; U. Ubli Zardi.
M007,"Egg, poultry, omlet",,Egg and Egg Products,H. Aamlet; O. Anda Bhaja; P. Aamlet; Tam. Muttai Dosai; U. Aamlet.
M008,"Egg, country hen, whole, raw",,Egg and Egg Products,A. Ghironiya Murgir Koni; B. Deshi Murgir Dim; G. Desi Marghi nu Indu; H. Desi Murgi ka Anda; Kan. Naati Koli Motte; Kash. Desi Kokur Thool; Kh. Syiar Shnong Pylleng; Kon. Gavtti Kombiechem Tanti; Mal. Naadan Kozhi Mutta; M. Yumshan Yen Yairum; Mar. Gavran Kombdiche Ande; N. Sthaniya Kukhura ko Anda; O. Desi Kukuda Anda; P. Desi Murgi da Anda; Tam. Naattu Kozhi Muttai; Tel. Naatu Kodi Guddu; U. Desi Murghi ka Anda.
M009,"Egg, country hen, whole, boiled",,Egg and Egg Products,A. Xijoa Ghironiya Murgir Koni; B. Sheddho Deshi Murgir Dim; G. Bafelu Desi Marghi nu Indu; H. Ubla Desi Murgi ka Anda; Kan. Beyisida Naati Koli Motte; Kash. Hukyun Desi Kokur Thool; Kh. Pylleng Syiar Shnong Thnam; Kon. Ukdil'lem Gavtti Kombiechem Tanti; Mal. Puzhungiya Naadan Kozhi Mutta; M. Yumshan Yen Yairum Tathpa; Mar. Ukadlele Gavran Kombdiche Ande; N. Usineko Sthaniya Kukhura ko Anda; O. Sijha Desi Kukuda Anda; P. Ublia Desi Murgi da Anda; Tam. Avitha Naattu Kozhi Muttai; Tel. Udikinchina Naatu Kodi Guddu; U. Ubla Desi Murghi ka Anda.
M010,"Egg, country hen, omlet",,Egg and Egg Products,H. Desi Aamlet; O. Desi Anda Bhaja; P. Desi Aamlet; Tam. Naattu Kozhi Muttai Dosai; U. Desi Aamlet.
M011,"Egg, duck, whole, boiled",,Egg and Egg Products,A. Xijoa Hahor Koni; B. Sheddho Haasher Dim; G. Bafelu Batak nu Indu; H. Ubla Batakh ka Anda; Kan. Beyisida Batu Motte; Kash. Hukyun ?. Thool; Kh. ?. Pylleng Thnam; Kon. Ukdil'lem ?. Tanti; Mal. Puzhungiya Thaaraavu Mutta; M. Nganu Yairum Tathpa; Mar. Ukadlele Badak Ande; N. Usineko Haas ko Anda; O. Sijha Bataka Anda; P. Ublia Batakh da Anda; Tam. Avitha Vaathu Muttai; Tel. Udikinchina Baathu Guddu; U. Ubla Batakh ka Anda.
M012,"Egg, duck, whole, raw",,Egg and Egg Products,A. Hahor Koni; B. Haasher Dim; G. Batak nu Indu; H. Batakh ka Anda; Kan. Batu Motte; Kash. ?. Thool; Kh. ?. Pylleng; Kon. ?. Tanti; Mal. Thaaraavu Mutta; M. Nganu Yairum; Mar. Badak Ande; N. Haas ko Anda; O. Bataka Anda; P. Batakh da Anda; Tam. Vaathu Muttai; Tel. Baathu Guddu; U. Batakh ka Anda.
M013,"Egg, duck, whole, omlet",,Egg and Egg Products,H. Batakh Aamlet; O. Bataka Anda Bhaja; P. Batakh Aamlet; Tam. Vaathu Muttai Dosai; U. Batakh Aamlet.
M014,"Egg, quial, whole, raw",,Egg and Egg Products,A. ?. Koni; B. Bater Dim; G. ?. Indu; H. Bater ka Anda; Kan. ?. Motte; Kash. ?. Thool; Kh. ?. Pylleng; Kon. ?. Tanti; Mal. Kaada Mutta; M. ?. Yairum; Mar. Lavari Ande; N. Batai ko Anda; O. Batera Anda; P. Bater da Anda; Tam. Kaadai Muttai; Tel. Burusu Pitta Guddu; U. Bater ka Anda.
M015,"Egg, quial, whole, boiled",,Egg and Egg Products,A. Xijoa ?. Koni; B. Sheddho Bater Dim; G. Bafelu ?. Indu; H. Ubla Bater ka Anda; Kan. Beyisida ?. Motte; Kash. Hukyun ?. Thool; Kh. ?. Pylleng Thnam; Kon. Ukdil'lem ?. Tanti; Mal. Puzhungiya Kaada Mutta; M. ?. Yairum Tathpa; Mar. Ukadlele Lavari Ande; N. Usineko Batai ko Anda; O. Sijha Batera Anda; P. Ublia Bater da Anda; Tam. Avitha Kaadai Muttai; Tel. Udikinchina Burusu Pitta Guddu; U. Ubla Bater ka Anda.
N001,"Chicken, poultry, leg, skinless",,Poultry,A. Murgir Theng/Bhori; B. Murgir Thyang/Ran; G. Marghi ni Tang; H. Murga Tang/Murgi ki Raan; Kan. Koli Kaalu; Kh. Syiar Kjat; Kon. Kombi Paayn/Paanv; Mal. Kozhi Kaal; M. Yen Khong; Mar. Kombdi Tangdi/Mandi; N. Kukhura ko Khutta; O. Kukuda Goda; P. Murge di Latt/Raan; Tam. Kozhi Kaal; Tel. Kodi Kaallu; U. Murgh ki Tang/Raan.
N002,"Chicken, poultry, thigh, skinless",,Poultry,A. Murgir Ran; B. Murgir Ran; G. Marghi ni Saathal; H. Murge ki Raan/Jangh; Kan. Koli Thode; Kh. Syiar Lbong; Kon. Kombiecho Mandi; Mal. Kozhi Thuda; M. Yenpham; Mar. Kombdichi Mandi; N. Kukhura ko Tighra; O. Kukuda Ran; P. Murge di Patt/Raan; Tam. Kozhi Thodai; Tel. Kodi Thodala Mamsam; U. Murgh ki Raan.
N003,"Chicken, poultry, breast, skinless",,Poultry,A. Murgir Buku; B. Murgir Book; G. Marghi ni Chhaati; H. Murge ka Seena; Kan. Koli Ede Mamsa; Kh. Syiar Shadem; Kon. Kombiechem Hadoo; Mal. Kozhi Maaridam/Nenju; M. Yen Thangbak; Mar. Kombdichi Chhaati; N. Kukhura ko Chhati; O. Kukuda Chhati; P. Murge da Seena; Tam. Kozhi Maarbu Kari; Tel. Kodi Chaati Mamsam; U. Murgh ka Seena.
N004,"Chicken, poultry, wing, skinless",,Poultry,A. Murgir Pakhi; B. Murgir Dana/Pakha; G. Marghi ni Pankh; H. Murge ka Par/Pankh; Kan. Koli Rekke; Kh. Syiar Thapniang; Kon. Kombiechem Pakhattem; Mal. Kozhi Chiraku; M. Yen Manam; Mar. Kombdiche Pankh; N. Kukhura ko Pankheta; O. Kukuda Dena; P. Murge da Par; Tam. Kozhi Irakkai; Tel. Kodi Rekka; U. Murgh ka Par.
N005,"Poultry, chicken, liver",,Poultry,A. Murgir Kolija; B. Murgir Mete/Kolija; G. Marghi nu Kaleju; H. Murge ki Kaleji; Kan. Koli Yakrit/Pittakosha; Kh. Syiar Dohjem; Kon. Kombiechem Kalliz; Mal. Kozhi Karal; M. Yen Thin; Mar. Kombdiche Kaleji; N. Kukhura ko Kalejo; O. Kukuda Kalija; P. Murge di Kaleji; Tam. Kozhi Eeral; Tel. Kodi Kaleyam; U. Murgh ki Kaleji.
N006,"Poultry, chicken, gizzard",,Poultry,A. Murgir Pathri; B. Murgir Gila; G. Marghi ni Pathri; H. Murge ki Pathri/Sangdana; Kan. Koli Gijjarda; Kh. ?. ; Kon. Kombiechem Pot; Mal. Kozhi Avanakkaaya; M. Yen Kok; Mar. Kombdiche Pot/Vajri; N. Kukhura ko Jyanamara; O. Kukuda Pathri; P. Murge di Pathri; Tam. Kozhi Gundaikkai; Tel. Kodi Gizzardu; U. Murgh ki Pathri.
N007,"Country hen, leg, with skin",,Poultry,A. Ghironiya Murgir Theng/Bhori; B. Deshi Murgir Thyang/Ran; G. Desi Marghi ni Tang; H. Desi Murge ki Tang/Raan; Kan. Naati Koli Kaalu; Kh. Syiar Shnong Kjat; Kon. Gavtti Kombiecho Paayn; Mal. Naadan Kozhi Kaal; M. Yumshan Yen Khong; Mar. Gavran Kombdichi Tangdi; N. Sthaniya Kukhura ko Khutta; O. Desi Kukuda Goda; P. Desi Murge di Latt/Raan; Tam. Naattu Kozhi Kaal; Tel. Naatu Kodi Kaallu; U. Desi Murgh ki Tang/Raan.
N008,"Country hen, thigh, with skin",,Poultry,A. Ghironiya Murgir Ran; B. Deshi Murgir Ran; G. Desi Marghi ni Saathal; H. Desi Murge ki Raan/Jangh; Kan. Naati Koli Thode; Kh. Syiar Shnong Lbong; Kon. Gavtti Kombiecho Mandi; Mal. Naadan Kozhi Thuda; M. Yumshan Yenpham; Mar. Gavran Kombdichi Mandi; N. Sthaniya Kukhura ko Tighra; O. Desi Kukuda Ran; P. Desi Murge di Patt/Raan; Tam. Naattu Kozhi Thodai; Tel. Naatu Kodi Thodala Mamsam; U. Desi Murgh ki Raan.
N009,"Country hen, breast, with skin",,Poultry,A. Ghironiya Murgir Buku; B. Deshi Murgir Book; G. Desi Marghi ni Chhaati; H. Desi Murge ka Seena; Kan. Naati Koli Ede Mamsa; Kh. Syiar Shnong Shadem; Kon. Gavtti Kombiechem Hadoo; Mal. Naadan Kozhi Maaridam/Nenju; M. Yumshan Yen Thangbak; Mar. Gavran Kombdichi Chhaati; N. Sthaniya Kukhura ko Chhati; O. Desi Kukuda Chhati; P. Desi Murge da Seena; Tam. Naattu Kozhi Maarbu Kari; Tel. Naatu Kodi Chaati Mamsam; U. Desi Murgh ka Seena.
N010,"Country hen, wing, with skin",,Poultry,A. Ghironiya Murgir Pakhi; B. Deshi Murgir Dana/Pakha; G. Desi Marghi ni Pankh; H. Desi Murge ka Par/Pankh; Kan. Naati Koli Rekke; Kh. Syiar Shnong Thapniang; Kon. Gavtti Kombiechem Pakhattem; Mal. Naadan Kozhi Chiraku; M. Yumshan Yen Manam; Mar. Gavran Kombdiche Pankh; N. Sthaniya Kukhura ko Pankheta; O. Desi Kukuda Dena; P. Desi Murge da Par; Tam. Naattu Kozhi Irakkai; Tel. Naatu Kodi Rekka; U. Desi Murgh ka Par.
N011,"Duck, meat, with skin",,Poultry,A. Hahor Mangho; B. Haasher Mangsho; G. Batak nu Mas; H. Batakh ka Gosht; Kan. Batu Mamsa; Kh. Doh Sniang; Kon. Badkachem Maas; Mal. Thaaraavu Irachi; M. Nganu Sha; Mar. Badakache Mas; N. Haas ko Masu; O. Bataka Mansa; P. Batakh da Gosht; Tam. Vaathu Irachi; Tel. Baathu Mamsam; U. Batakh ka Gosht.
N012,"Emu, meat, skinless",,Poultry,H. Emu Gosht; Tam. Emu Kari; Tel. Emu Mamsam. (Names in other languages are less common or borrowed).
N013,"Guinea fowl, meat, with skin",,Poultry,H. Guinea Murga Gosht; Tam. Guinea Kozhi Kari; Tel. Guinea Kodi Mamsam. (Names often descriptive combinations).
N014,"Pigeon, meat, with skin",,Poultry,A. Paror Mangho; B. Payra Mangsho; G. Kabutar nu Mas; H. Kabutar ka Gosht; Kan. Paarivaala Mamsa; Kh. Paro Doh; Kon. Parveachem Maas; Mal. Praavu Irachi; M. Khunu Sha; Mar. Kabutarache Mas; N. Parewa ko Masu; O. Para Mansa; P. Kabutar da Gosht; Tam. Puraa Irachi; Tel. Paavuramu Mamsam; U. Kabutar ka Gosht.
N015,"Quail, meat, skinless",,Poultry,A. ?. Mangho; B. Bater Mangsho; G. ?. Mas; H. Bater ka Gosht; Kan. ?. Mamsa; Kh. ?. Doh; Kon. ?. Maas; Mal. Kaada Irachi; M. ?. Sha; Mar. Lavari Mas; N. Batai ko Masu; O. Batera Mansa; P. Bater da Gosht; Tam. Kaadai Irachi; Tel. Burusu Pitta Mamsam; U. Bater ka Gosht.
N016,"Turkey, leg, with skin",,Poultry,H. Turkey ki Tang/Raan; Tam. Turkey Kaal; Tel. Turkey Kaallu. (Often borrowed name + leg term).
N017,"Turkey, thigh, with skin",,Poultry,H. Turkey ki Raan/Jangh; Tam. Turkey Thodai; Tel. Turkey Thodalu.
N018,"Turkey, breast, with skin",,Poultry,H. Turkey ka Seena; Tam. Turkey Maarbu Kari; Tel. Turkey Chaati Mamsam.
N019,"Turkey, wing, with skin",,Poultry,H. Turkey ka Par/Pankh; Tam. Turkey Irakkai; Tel. Turkey Rekka.
O001,"Goat, shoulder, meat",,Animal Meat,A. Sagolir Kandh; B. Pathar Kandh; G. Bakri no Khabho; H. Bakre ka Kandha/Dast; Kan. Aadina/Meke Bhujada Mamsa; Kh. Blang Tyrpeng; Kon. Bokdyaacho Khand; Mal. Aattin Chumal Irachi; M. Hameng Leikha?; Mar. Bakriche Khande; N. Bakhrako Kaandh; O. Chheli Kandha Mansa; P. Bakre da Modha; Tam. Aattu Tholpattai Kari; Tel. Meka Bhujamu Mamsam; U. Bakre ka Kandha/Shana.
O002,"Goat, chops",,Animal Meat,B. Pathar Chaap; H. Bakre ki Champ; P. Bakre di Champ; U. Bakre ki Champ. (Often borrowed term 'Chop/Champ').
O003,"Goat, legs",,Animal Meat,A. Sagolir Theng; B. Pathar Thyang; G. Bakri na Tang; H. Bakre ki Tangein; Kan. Aadina/Meke Kaalugalu; Kh. Blang Kjat; Kon. Bokdyaachem Paayn; Mal. Aattin Kaalukal; M. Hameng Khong; Mar. Bakriche Paay; N. Bakhrako Khutta; O. Chheli Goda; P. Bakre di Lattein; Tam. Aattu Kaalgal; Tel. Meka Kaallu; U. Bakre ki Tangein.
O004,"Goat, brain",,Animal Meat,A. Sagolir Mogoj; B. Pathar Magaj; G. Bakri nu Bheju; H. Bakre ka Bheja/Maghaz; Kan. Aadina/Meke Medulu; Kh. Blang Jynkhlieh; Kon. Bokdyaacho Mendu; Mal. Aattin Thalacchoru; M. Hameng Kok?; Mar. Bakricha Mendu; N. Bakhrako Gidi; O. Chheli Mogoj; P. Bakre da Bheja; Tam. Aattu Moolai; Tel. Meka Medadu; U. Bakre ka Maghaz.
O005,"Goat, tongue",,Animal Meat,A. Sagolir Jibha; B. Pathar Jibh; G. Bakri ni Jeebh; H. Bakre ki Zabaan/Jeebh; Kan. Aadina/Meke Naalige; Kh. Blang Thyndiat?; Kon. Bokdyaachi Jeeb; Mal. Aattin Naavu; M. Hameng Lei; Mar. Bakrichi Jeebh; N. Bakhrako Jibro; O. Chheli Jibha; P. Bakre di Jeebh; Tam. Aattu Naakku; Tel. Meka Naluka; U. Bakre ki Zabaan.
O006,"Goat, lungs",,Animal Meat,A. Sagolir Phopsa; B. Pathar Phusphus; G. Bakri na Fefsa; H. Bakre ke Phephde; Kan. Aadina/Meke Shwasakosha; Kh. Blang Tor?; Kon. Bokdyaachem Kalsanchem?; Mal. Aattin Shwasakosham; M. Hameng Thamoimon?; Mar. Bakriche Phupphus; N. Bakhrako Phokso; O. Chheli Phusphus; P. Bakre de Phephde; Tam. Aattu Nuraiyeeral; Tel. Meka Oopirithitthulu; U. Bakre ke Phephde.
O007,"Goat, heart",,Animal Meat,A. Sagolir Hirdaya; B. Pathar Hritpinda; G. Bakri nu Haiyu/Dil; H. Bakre ka Dil; Kan. Aadina/Meke Hrudaya; Kh. Blang Klongsnam?; Kon. Bokdyaachem Kalliz; Mal. Aattin Hrudayam; M. Hameng Thamoi; Mar. Bakriche Kallij/Rudhaya; N. Bakhrako Mutu; O. Chheli Hritpinda; P. Bakre da Dil; Tam. Aattu Idhayam; Tel. Meka Gunde; U. Bakre ka Dil.
O008,"Goat, liver",,Animal Meat,A. Sagolir Kolija; B. Pathar Mete/Kolija; G. Bakri nu Kaleju; H. Bakre ki Kaleji; Kan. Aadina/Meke Yakrit; Kh. Blang Dohjem; Kon. Bokdyaachem Kalliz; Mal. Aattin Karal; M. Hameng Thin; Mar. Bakriche Kaleji; N. Bakhrako Kalejo; O. Chheli Kalija; P. Bakre di Kaleji; Tam. Aattu Eeral; Tel. Meka Kaleyam; U. Bakre ki Kaleji.
O009,"Goat, tripe",,Animal Meat,B. Pathar Bhuri/Butt; H. Bakre ki Ojri/Boti; Mal. Aattin Kudal; Mar. Bakrichi Vajri; O. Chheli Ojhri; P. Bakre di Ojri; Tam. Aattu Kudal; Tel. Meka Pottikadupu; U. Bakre ki Ojri.
O010,"Goat, spleen",,Animal Meat,A. Sagolir Pliha; B. Pathar Pliha; G. Bakri ni Barol; H. Bakre ki Tilli; Kan. Aadina/Meke Pliha; Kh. ?. ; Kon. Bokdyaachem Pano?; Mal. Aattin Pliha; M. Hameng Pliha?; Mar. Bakrichi Panthari; N. Bakhrako Phiyo; O. Chheli Pliha; P. Bakre di Tilli; Tam. Aattu Manneral/Suvarotti; Tel. Meka Plihamu; U. Bakre ki Tilli.
O011,"Goat, kidneys",,Animal Meat,A. Sagolir Kankalam; B. Pathar Brikko; G. Bakri na Gurda; H. Bakre ke Gurde; Kan. Aadina/Meke Mutrapinda; Kh. Blang Nier?; Kon. Bokdyaachem Mutpin; Mal. Aattin Vrikka; M. ?. ; Mar. Bakriche Gurde/Mutrapind; N. Bakhrako Mirgaula; O. Chheli Brikko; P. Bakre de Gurde; Tam. Aattu Siruneeragam; Tel. Meka Mutrapindalu; U. Bakre ke Gurde.
O012,"Goat, tube (small intestine)",,Animal Meat,B. Pathar Nari; H. Bakre ki Aant; Mal. Aattin Kudal; Mar. Bakrichi Aantadi; O. Chheli Anta; P. Bakre di Aant; Tam. Aattu Kudal; Tel. Meka Karulu; U. Bakre ki Aant.
O013,"Goat, testis",,Animal Meat,B. Pathar Andakosh; H. Bakre ke Kapure; Mal. Aattin Andam; Mar. Bakriche Andkosh; O. Chheli Andakosha; P. Bakre de Kapure; Tam. Aattu Virai; Tel. Meka Vushanam; U. Bakre ke Kapure.
O014,"Sheep, shoulder",,Animal Meat,A. Bherar Kandh; B. Bherar Kandh; G. Gheta no Khabho; H. Bhed ka Kandha/Dast; Kan. Kuri Bhujada Mamsa; Kh. Langbrot Tyrpeng; Kon. Sheracho Khand; Mal. Chemmariyattin Chumal Irachi; Mar. Mendhiche Khande; N. Bheda ko Kaandh; O. Mendha Kandha Mansa; P. Bhed da Modha; Tam. Semmari Aattu Tholpattai Kari; Tel. Gorre Bhujamu Mamsam; U. Bhed ka Kandha/Shana.
O015,"Sheep, chops",,Animal Meat,B. Bherar Chaap; H. Bhed ki Champ; P. Bhed di Champ; U. Bhed ki Champ.
O016,"Sheep, leg",,Animal Meat,A. Bherar Theng; B. Bherar Thyang; G. Gheta na Tang; H. Bhed ki Tangein; Kan. Kuri Kaalugalu; Kh. Langbrot Kjat; Kon. Sherachem Paayn; Mal. Chemmariyattin Kaalukal; Mar. Mendhiche Paay; N. Bheda ko Khutta; O. Mendha Goda; P. Bhed di Lattein; Tam. Semmari Aattu Kaalgal; Tel. Gorre Kaallu; U. Bhed ki Tangein.
O017,"Sheep, brain",,Animal Meat,A. Bherar Mogoj; B. Bherar Magaj; G. Gheta nu Bheju; H. Bhed ka Bheja/Maghaz; Kan. Kuri Medulu; Kh. Langbrot Jynkhlieh; Kon. Sheracho Mendu; Mal. Chemmariyattin Thalacchoru; Mar. Mendhicha Mendu; N. Bheda ko Gidi; O. Mendha Mogoj; P. Bhed da Bheja; Tam. Semmari Aattu Moolai; Tel. Gorre Medadu; U. Bhed ka Maghaz.
O018,"Sheep, tongue",,Animal Meat,A. Bherar Jibha; B. Bherar Jibh; G. Gheta ni Jeebh; H. Bhed ki Zabaan/Jeebh; Kan. Kuri Naalige; Kh. Langbrot Thyndiat?; Kon. Sherachi Jeeb; Mal. Chemmariyattin Naavu; Mar. Mendhichi Jeebh; N. Bheda ko Jibro; O. Mendha Jibha; P. Bhed di Jeebh; Tam. Semmari Aattu Naakku; Tel. Gorre Naluka; U. Bhed ki Zabaan.
O019,"Sheep, lungs",,Animal Meat,A. Bherar Phopsa; B. Bherar Phusphus; G. Gheta na Fefsa; H. Bhed ke Phephde; Kan. Kuri Shwasakosha; Kh. Langbrot Tor?; Kon. Sherachem Kalsanchem?; Mal. Chemmariyattin Shwasakosham; Mar. Mendhiche Phupphus; N. Bheda ko Phokso; O. Mendha Phusphus; P. Bhed de Phephde; Tam. Semmari Aattu Nuraiyeeral; Tel. Gorre Oopirithitthulu; U. Bhed ke Phephde.
O020,"Sheep, heart",,Animal Meat,A. Bherar Hirdaya; B. Bherar Hritpinda; G. Gheta nu Haiyu/Dil; H. Bhed ka Dil; Kan. Kuri Hrudaya; Kh. Langbrot Klongsnam?; Kon. Sherachem Kalliz; Mal. Chemmariyattin Hrudayam; Mar. Mendhiche Kallij/Rudhaya; N. Bheda ko Mutu; O. Mendha Hritpinda; P. Bhed da Dil; Tam. Semmari Aattu Idhayam; Tel. Gorre Gunde; U. Bhed ka Dil.
O021,"Sheep, liver",,Animal Meat,A. Bherar Kolija; B. Bherar Mete/Kolija; G. Gheta nu Kaleju; H. Bhed ki Kaleji; Kan. Kuri Yakrit; Kh. Langbrot Dohjem; Kon. Sherachem Kalliz; Mal. Chemmariyattin Karal; Mar. Mendhiche Kaleji; N. Bheda ko Kalejo; O. Mendha Kalija; P. Bhed di Kaleji; Tam. Semmari Aattu Eeral; Tel. Gorre Kaleyam; U. Bhed ki Kaleji.
O022,"Sheep, tripe",,Animal Meat,B. Bherar Bhuri/Butt; H. Bhed ki Ojri/Boti; Mal. Chemmariyattin Kudal; Mar. Mendhichi Vajri; O. Mendha Ojhri; P. Bhed di Ojri; Tam. Semmari Aattu Kudal; Tel. Gorre Pottikadupu; U. Bhed ki Ojri.
O023,"Sheep, spleen",,Animal Meat,A. Bherar Pliha; B. Bherar Pliha; G. Gheta ni Barol; H. Bhed ki Tilli; Kan. Kuri Pliha; Kh. ?. ; Kon. Sherachem Pano?; Mal. Chemmariyattin Pliha; Mar. Mendhichi Panthari; N. Bheda ko Phiyo; O. Mendha Pliha; P. Bhed di Tilli; Tam. Semmari Aattu Manneral/Suvarotti; Tel. Gorre Plihamu; U. Bhed ki Tilli.
O024,"Sheep, kidneys",,Animal Meat,A. Bherar Kankalam; B. Bherar Brikko; G. Gheta na Gurda; H. Bhed ke Gurde; Kan. Kuri Mutrapinda; Kh. Langbrot Nier?; Kon. Sherachem Mutpin; Mal. Chemmariyattin Vrikka; Mar. Mendhiche Gurde/Mutrapind; N. Bheda ko Mirgaula; O. Mendha Brikko; P. Bhed de Gurde; Tam. Semmari Aattu Siruneeragam; Tel. Gorre Mutrapindalu; U. Bhed ke Gurde.
O025,"Beef, shoulder",,Animal Meat,B. Goru Kandh; H. Gaay ka Kandha/Dast; Kan. Dana Bhujada Mamsa; Kh. Masidab Tyrpeng; Kon. Gaayicho Khand; Mal. Pothirachi Chumal; Mar. Gaiche Khande; N. Gai ko Kaandh; O. Goru Kandha Mansa; P. Gaaye da Modha; Tam. Maattu Tholpattai Kari; Tel. Aavu Bhujamu Mamsam; U. Gaay ka Kandha/Shana.
O026,"Beef, chops",,Animal Meat,B. Gorur Chaap; H. Gaay ki Champ; P. Gaaye di Champ; U. Gaay ki Champ.
O027,"Beef, round (leg)",,Animal Meat,B. Gorur Ran; H. Gaay ki Raan; Kan. Dana Thode Mamsa; Kh. Masidab Lbong; Kon. Gaayichi Mandi; Mal. Pothirachi Thuda; Mar. Gaichi Mandi; N. Gai ko Tighra; O. Goru Ran Mansa; P. Gaaye di Raan; Tam. Maattu Thodai Kari; Tel. Aavu Thodala Mamsam; U. Gaay ki Raan.
O028,"Beef, brain",,Animal Meat,B. Gorur Magaj; H. Gaay ka Bheja/Maghaz; Kan. Dana Medulu; Kh. Masidab Jynkhlieh; Kon. Gaayicho Mendu; Mal. Pothirachi Thalacchoru; Mar. Gaicha Mendu; N. Gai ko Gidi; O. Goru Mogoj; P. Gaaye da Bheja; Tam. Maattu Moolai; Tel. Aavu Medadu; U. Gaay ka Maghaz.
O029,"Beef, tongue",,Animal Meat,B. Gorur Jibh; H. Gaay ki Zabaan/Jeebh; Kan. Dana Naalige; Kh. Masidab Thyndiat?; Kon. Gaayichi Jeeb; Mal. Pothirachi Naavu; Mar. Gaichi Jeebh; N. Gai ko Jibro; O. Goru Jibha; P. Gaaye di Jeebh; Tam. Maattu Naakku; Tel. Aavu Naluka; U. Gaay ki Zabaan.
O030,"Beef, lungs",,Animal Meat,B. Gorur Phusphus; H. Gaay ke Phephde; Kan. Dana Shwasakosha; Kh. Masidab Tor?; Kon. Gaayichem Kalsanchem?; Mal. Pothirachi Shwasakosham; Mar. Gaiche Phupphus; N. Gai ko Phokso; O. Goru Phusphus; P. Gaaye de Phephde; Tam. Maattu Nuraiyeeral; Tel. Aavu Oopirithitthulu; U. Gaay ke Phephde.
O031,"Beef, heart",,Animal Meat,B. Gorur Hritpinda; H. Gaay ka Dil; Kan. Dana Hrudaya; Kh. Masidab Klongsnam?; Kon. Gaayichem Kalliz; Mal. Pothirachi Hrudayam; Mar. Gaiche Kallij/Rudhaya; N. Gai ko Mutu; O. Goru Hritpinda; P. Gaaye da Dil; Tam. Maattu Idhayam; Tel. Aavu Gunde; U. Gaay ka Dil.
O032,"Beef, liver",,Animal Meat,B. Gorur Mete/Kolija; H. Gaay ki Kaleji; Kan. Dana Yakrit; Kh. Masidab Dohjem; Kon. Gaayichem Kalliz; Mal. Pothirachi Karal; Mar. Gaiche Kaleji; N. Gai ko Kalejo; O. Goru Kalija; P. Gaaye di Kaleji; Tam. Maattu Eeral; Tel. Aavu Kaleyam; U. Gaay ki Kaleji.
O033,"Beef, tripe",,Animal Meat,B. Gorur Bhuri/Butt; H. Gaay ki Ojri/Boti; Mal. Pothirachi Kudal; Mar. Gaichi Vajri; O. Goru Ojhri; P. Gaaye di Ojri; Tam. Maattu Kudal; Tel. Aavu Pottikadupu; U. Gaay ki Ojri.
O034,"Beef, spleen",,Animal Meat,B. Gorur Pliha; H. Gaay ki Tilli; Kan. Dana Pliha; Kh. ?. ; Kon. Gaayichem Pano?; Mal. Pothirachi Pliha; Mar. Gaichi Panthari; N. Gai ko Phiyo; O. Goru Pliha; P. Gaaye di Tilli; Tam. Maattu Manneral/Suvarotti; Tel. Aavu Plihamu; U. Gaay ki Tilli.
O035,"Beef, kidneys",,Animal Meat,B. Gorur Brikko; H. Gaay ke Gurde; Kan. Dana Mutrapinda; Kh. Masidab Nier?; Kon. Gaayichem Mutpin; Mal. Pothirachi Vrikka; Mar. Gaiche Gurde/Mutrapind; N. Gai ko Mirgaula; O. Goru Brikko; P. Gaaye de Gurde; Tam. Maattu Siruneeragam; Tel. Aavu Mutrapindalu; U. Gaay ke Gurde.
