code,name,scie,lang,grup,regn,tags,yield,preparation
C019,Drumstick leaves,Moringa oleifera,"A. Sajina paat; B. Sajna pata; E. Horseradish leaves, Benzoil leaves; G. Saragwa na pan; H. Saijan patta; Kan. Nuggeyele; Mal. Muringa ela; M. Sajana mana; Mar. Shevaga pan; O. Sajna sag; P. Soanjhna da patta; Tam. Murungai keerai; Tel. Mulaga akulu; U. Sujineki palli.",Green Leafy Vegetables,3,vegetarian eggetarian fishetarian veg,0.7833333333,"Thicker stem removal, Washing"
C020,Fenugreek leaves,Trigonella foenum-graecum,A. Methi paat; B. Methi shak; G. Methi pandada; H. Methi sag; Kan. Menthya soppu; Kash. Kasori Methi; Kh. Sla methi; Mal. Uluva ila; M. Methi man; Mar. Methi sag; N. Methi pata; O. Methi sag; P. Methi di patte; Tel. Menthikoora; Tam. Vendhaiya keerai; U. Methi.,Green Leafy Vegetables,5,vegetarian eggetarian fishetarian veg,0.7833333333,"Thicker stem removal, Washing"
C021,Garden cress,Lepidium sativum,A. Bor manimuni; B. Halim sag; G. Asadio na pan; H. Halim ka patta; Kan. Allibija soppu; Kash. Halyun; Kh. Khliang syiar; Mal. Alivirai cheera; Mar. Ahiva ka patta; N. Chamsoor ko Saag; O. Kakharu Saga; P. Halim-da-sag; Tam. Alivirai keerai; Tel. Adityala akulu.,Green Leafy Vegetables,2,vegetarian eggetarian fishetarian veg,0.8133333333,Washing
C022,"Gogu leaves, green stem",Hibiscus cannabinus,A. Tengamora; B. Mestapat; E. Roselle Leaves; G. Ambadi; H. Pitwa; Kan. Pundi; Kh. Sla jajew jyrngam; Mal. Pulichai cheera; M. Sougri mana; Mar. Ambadi; O. Nalite saga; P. Pitwa sag; Tam. Pulichchai keerai; Tel. Gongura; U. Ambada ki bhaji.,Green Leafy Vegetables,4,vegetarian eggetarian fishetarian veg,0.7833333333,"Thicker stem removal, Washing"
C023,"Gogu leaves, red stem",Hibiscus cannabinus,A. Tengamora; B. Mestapat; E. Roselle Leaves; G. Ambadi; H. Pitwa; Kan. Pundi; Kh. Sla jajew saw; Mal. Pulichai cheera; M. Sougri mana; Mar. Ambadi; O. Nalite saga; P. Pitwa sag; Tam. Pulichchai keerai; Tel. Gongura; U. Ambada ki bhaji.,Green Leafy Vegetables,1,vegetarian eggetarian fishetarian veg,0.7833333333,"Thicker stem removal, Washing"
C024,"Knol-Khol, leaves",Brassica oleracea,"A. Ool kobi; B. Olkopi sag; E. Knol Knol, Kohlrabi, Wild cabbage greens; G. Gath kobi na pan; H. Ganth gobi ka sag; Kan. Gedde kosu; Kash. Hakh Monji; Kh. Phan Kubi; Mal. Knol-khol cheera; M. Kobi Maru Kabi; Mar. Nol khol ka patta; N. Salgam ko saag; O. Ulgobi saga; P. Ganth gobi sag; Tam. Knol-Khol keerai; Tel. Knol-khol akulu.",Green Leafy Vegetables,2,vegetarian eggetarian fishetarian veg,0.7833333333,"Thicker stem removal, Washing"
C025,Lettuce,Lactuca sativa,A. Salad paat; G. Lettuce na pan; H. Salad ka patta; Kan. Lettuce soppu; Kash. Hakh; Kh. Salat dkhar; Mal. Lettuce cheera; Mar. Lettuce ka patta; N. Saalad ko paat; P. Salada sag; Tam. Ilaikosu; Tel. Kavu akulu; U. Kismisaag.,Green Leafy Vegetables,3,vegetarian eggetarian fishetarian veg,0.8,"Core removal, Outer leaves removal, Washing"
C026,Mustard leaves,Brassica juncea,A. Horiyo paat; B. Sorisa sag; E. Mustard greens; G. Sarasava pandada; H. Sarson ka sag; Kan. Sasuve yele; Kash. Hakh; Kh. Tyrso; Mal. Kadugu ila; M. Hangaam; Mar. Mochari-chi pan; N. Raayo ko Saag; O. Sarson ka saga; P. Saro da sag; Tam. Kadugu ilai; Tel. Ava akulu; U. Sarson ki patta.,Green Leafy Vegetables,3,vegetarian eggetarian fishetarian veg,0.7666666667,"Thicker stem removal, Washing"
C027,Pak Choi leaves,Brassica rapa var. chinensis,"E. Bok choy, Horse`s ear, Chinese celery cabbage, White mustard cabbage; G. Pak choi na pan.",Green Leafy Vegetables,1,vegetarian eggetarian fishetarian veg,0.8,"Base trimming, Washing"
C028,Parsley,Petroselinum crispum,A. Sugandhi lota; E. Garden parsley; G. Leela dhana; Mal. Seema malli; Mar. Kothimbir/dhane; Tam. Verkosu; Kan. Auchumooda; U. Ajmod; P. Parsley.,Green Leafy Vegetables,3,vegetarian eggetarian fishetarian veg,0.7666666667,"Thicker stem removal, Washing"
C029,Ponnaganni,Alternanthera sessilis,A. Matikaduri; B. Khanchari;G. Saranthi na pan; H. Saranthi sag; Kan. Honagone soppu; Mal. Ponnaganni cheera; M. Phakchet; Mar. Saranthi sag; O. Madarangh; Tam. Ponnaganni keerai; Tel. Ponnaganti koora; U. Kunte ki bhaji.,Green Leafy Vegetables,2,vegetarian eggetarian fishetarian veg,0.7833333333,"Thicker stem removal, Washing"
C030,"Pumpkin leaves, tender",Cucurbit maxima,A. Rongalao paat; B. Kumra shak; G. Kolam na pan; H. Kumhra sag; Kan. Kumbale soppu; Kash. Aal kaniji; Kh. Sla pathaw; Mal. Manthan elakai; M. Mairen mana; Mar. Bhopla chipan; O. Khakaru saga; P. Petha de pate; Tel. Gummadi akulu; Tam. Parangi ilai; U. Kaddu ka patta.,Green Leafy Vegetables,6,vegetarian eggetarian fishetarian veg,0.7833333333,"Thicker stem removal, Washing"
C031,Radish leaves,Raphanus sativus,A. Dherua; B. Mulo shak; G. Muda na pan; H. Muli ka sag; Kan. Mullangi soppu; Kash. Mooji Hakh; Kh. Sla muli; Mal. Mullangi ilaigal; M. Hangham mula; Mar. Mula ka sag; N. Moolaa ko saag; O. Mula ka sag; P. Muli di patte; Tel. Mullangi akulu; Tam. Mullangi ilai; U. Muli ka patta..,Green Leafy Vegetables,6,vegetarian eggetarian fishetarian veg,0.7666666667,"Thicker stem removal, Washing"
C032,Rumex leaves,Rumex patientia,A. Suka sak; B. Bun palung; G. Ambada (sorrel); Kan. Chukki soppu; Mar. Amlavetasa; S. Amlavetasa; U. Tukhm hummaz.,Green Leafy Vegetables,2,vegetarian eggetarian fishetarian veg,0.7666666667,"Thicker stem removal, Washing"
C033,Spinach,Spinacia oleracea,A. Paleng; B. Palong shak; G. Palak ni bhaji; H. Palak; Kan. Spinak soppu; Kash. Palak; Kh. Palong heh; Mal. Basala cheera; M. Palak; Mar. Palak; N. Paalungo ko Saag; O. Palang sag; P. Palak; S. Paalakya; Tam. Pasalai keerai; Tel. Palakoora; U. Palak.,Green Leafy Vegetables,6,vegetarian eggetarian fishetarian veg,0.7333333333,"Thicker stem removal, Washing"
C034,"Tamarind leaves, tender",Tamaridus indica,"B. Tetul pata; G. Amli na pan; H., P. Imli patte; K. Hunise chiguru; Mal., Tam. Puliam ilaigal; Mar. Chinchecha pala; O. Tentuli; Tel. Chinta chiguru; A. Teteli paat; M. Mange Mana; Kh. Sla sohkyntoi.",Green Leafy Vegetables,3,vegetarian eggetarian fishetarian veg,0.7966666667,Washing
D001,Ash gourd,Benincasa hispida,"A. Kumura; B. Chalkumra; E. Wax gourd, White gourd, Winter gourd, Tallow gourd, Ash pumpkin, Winter melon, Chinese preserving melon; G. Bhuru kodu; H. Petha; Kan. Budagumbala; Kash. Aal; Kh. Pathaw iiwbih; Mal. Kumbalanga; M. Torbot; Mar. Kohala; N. Kubhindo; O. Panikakharu; P. Petha; Tam. Venpoosani; Tel. Boodida gummadi; U. Peta.",Other Vegetables,6,vegetarian eggetarian fishetarian veg,0.7333333333,"Peeling, Deseeding"
D002,"Bamboo shoot, tender",Bambusa vulgaris,"A. Bahgaj; B. Bansber ankur; E. Bamboo sprouts; G. Lilo vans; H. Baans; Kan. Baimbale, Kanile; Kh. Ka lung siej; Mal. Mulankoombu; M. Soidon; Mar. Kalkipan; O. Bhet ki lakdi; P. Baans; Tam. Moongil kuruthu; Tel. Veduru chiguru; U. Bhet ki lakdi.",Other Vegetables,1,vegetarian eggetarian fishetarian veg,0.6166666667,"Peeling, Trimming"
D003,"Bean scarlet, tender",Phaseolus coccineus,"A. Lesera mah; E. Runner bean, Scarlet runner bean, Multiflora bean; G. Chodi; H. Sem; Kash. Hyambi; Kh. U buri; M. Hawai Ashaangbi; P. Sem fali.",Other Vegetables,5,vegetarian eggetarian fishetarian veg,0.8566666667,"Washing, Trimming ends"
D004,"Bitter gourd, jagged, teeth ridges, elongate",Momordica charantia,"A. Kerela; B. Korola; E. Bitter melon, Bitter squash, Balsam pear; G. Karela; H. Karela; Kan. Hagal kai; Kash. Karela; Kh. Kerela heh; Mal. Kaippakka; M. Karon Akhabi; Mar. Karle ; N. Tite karela; O. Kalara; P. Karela; S. Tillikaa; Tel. Kakara kaya; Tam. Paavakkai; U. Karela.",Other Vegetables,6,vegetarian eggetarian fishetarian veg,0.7666666667,"Washing, Slicing, Removing seeds and core"
D005,"Bitter gourd, jagged, teeth ridges, short",Momordica charantia,"A. Kerela; B. Uchhe; E. Bitter melon, Bitter squash, Balsam pear; G. Marela; H. Karela; Kan. Hagal kai; Kash. Karela; Kh. Kerela rit; Mal. Kaippakka; M. Karon Akhabi; Mar. Karle; N. Tite karela; O. Kalara; P. Karela; S. Tillikaa; Tam. Paavakkai; Tel. Kakara kaya; U. Karela.",Other Vegetables,4,vegetarian eggetarian fishetarian veg,0.7666666667,"Washing, Slicing, Removing seeds and core"
D006,"Bitter gourd, jagged, smooth ridges, elongate",Momordica charantia,"A. Kerela; B. Korola; E. Bitter melon, Bitter squash, Balsam pear; G. Karela; H. Karela; Kan. Hagal kai; Kash. Karela; Kh. Kerela; Mal. Kaippakka; M. Karon Akhabi; Mar. Karle; N. Tite karela; O. Kalara; P. Karela; S. Tillikaa; Tam. Paavakkai; Tel. Kakara kaya; U. Karela.",Other Vegetables,1,vegetarian eggetarian fishetarian veg,0.7666666667,"Washing, Slicing, Removing seeds and core"
D007,"Bottle gourd, elongate, pale green",Lagenaria vulgaris,"A. Jatilao; B. Lau; E. Calabash, White flowered gourd; G. Dudhi; H. Lowki; Kan. Sorekai; Kash. Zeeth aal; Kh. U klong; Mal. Cheranga; M. Khongdrum; Mar. Pandhara; N. Lauka; O. Lau; P. Kadu; S. Kaarabellam; Tam. Suraikkai; Tel. Sorrakaya; U. Lowki.",Other Vegetables,6,vegetarian eggetarian fishetarian veg,0.75,"Peeling, Deseeding"
D008,"Bottle gourd, round, pale green",Lagenaria vulgaris,"A. Jatilao; B. Lau; E. Calabash, White flowered gourd; G. Dudhi; G. Dudhi; H. Lowki; Kan. Sorekai; Kash. Gool aal; Kh. U klong heh; Mal. Cheranga; M. Khongdrum; Mar. Pandhara; N. Lauka; O. Lau; P. Kdu; S. Kaarabellam; Tam. Suraikkai; Tel. Sorrakaya; U. Lowki.",Other Vegetables,5,vegetarian eggetarian fishetarian veg,0.75,"Peeling, Deseeding"
D009,"Bottle gourd, elongate, dark green",Lagenaria vulgaris,"A. Jatilao; B. Lau; E. Calabash, White flowered gourd; G. Dudhi; G. Dudhi; H. Lowki; Kan. Sorekai; U. Lowki; Kash. Zeth aal; Kh. Klong jrong; Mal. Cheranga; M. Khongdrum; Mar. Pandhara; N. Lauka; O. Lau; P. Kadu; S. Kaarabellam; Tam. Suraikkai; Tel. Sorrakaya.",Other Vegetables,1,vegetarian eggetarian fishetarian veg,0.75,"Peeling, Deseeding"
D010,Brinjal 1,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,1,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D011,Brinjal 2,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,1,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D012,Brinjal 3,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,2,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D013,Brinjal 4,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,4,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D014,Brinjal 5,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan",Other Vegetables,3,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D015,Brinjal 6,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan",Other Vegetables,2,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D016,Brinjal 7,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan",Other Vegetables,1,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D017,Brinjal 8,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,3,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D018,Brinjal 9,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,2,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D019,Brinjal 10,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,2,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D020,Brinjal 11,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,6,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D021,Brinjal 12,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,2,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D022,Brinjal 13,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,1,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D023,Brinjal 14,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,3,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D024,Brinjal 15,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,4,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D025,Brinjal 16,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,1,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D026,Brinjal 17,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,1,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D027,Brinjal 18,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,3,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D028,Brinjal 19,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,3,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D029,Brinjal 20,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,5,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D030,Brinjal 21,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,2,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D031,Brinjal - all varieties,Solanum melongena,"A. Bengena; B. Begun; E. Eggplant, Aubergine; G. Ringna; H. Baingan; Kan. Badane; Kash. Wagun; Kh. Sohbaingon jyrngam; Mal. Vazhuthiniga; M. Lam Khamen; Mar. Vange; N. Bhantaa; O. Baigan; P. Baigan; S. Vruntaakam; Tam. Kathirikkai; Tel. Vankaya; U. Baigan.",Other Vegetables,6,vegetarian eggetarian fishetarian veg,0.8583333333,"Washing, Stem trimming"
D032,Broad beans,Vicia faba,"A. Urahi; B. Makhon shim; E. Fava bean, Faba bean, Field bean, Bell bean, Tic bean; G. Fafda papdi; H. Bakla; Kan. Chkaooaradavare; Kash. Thool Haymbe; Kh. Ri majai; Mal. Amarakka; Mar. Ghewda; O. Simba; Tam. Avarai; Tel. Pedda chikkudu.",Other Vegetables,3,vegetarian eggetarian fishetarian veg,0.8,Shelling (optional: double podding)
D033,"Capsicum, green",Capsicum annuum,A. Kashmiri jalakia; B. Lanka (bilathi); G. Bhuler marcha; H. Shimla mirch; Kan. Donnmena-sinakayi; Kash. Shimla marchwangan; Kh. Sohmynken jhur jyrngam; Mal. Undamulagu; Mar. Bhoplimirchi; O. Shimla Lanka; P. Shimle-di-mirchi; Tam. Koda milagai; Tel. Shimla mirchi; U. Shimla mirchi.,Other Vegetables,6,vegetarian eggetarian fishetarian veg,0.7833333333,"Washing, Removing stem and seeds"
D034,"Capsicum, red",Capsicum annuum,A. Kashmiri jalakia; B. Lanka (bilathi); G. Bhuler marcha; H. Shimla mirch; Kan.  Donnmena- sinakayi; Kash.  Shimla marchwangan; Kh. Sohmynken jhur jyrngam; Mal. Undamulagu; Mar. Bhoplimirchi; O. Shimla Lanka; P. Shimle-di-mirchi; Tam. Koda milagai; Tel. Shimla mirchi; U. Shimla mirchi.,Other Vegetables,4,vegetarian eggetarian fishetarian veg,0.7833333333,"Washing, Removing stem and seeds"
D035,"Capsicum, yellow",Capsicum annuum,A. Kashmiri jalakia; B. Lanka (bilathi); G. Bhuler marcha; H. Shimla mirch; Kan.  Donnmena-sinakayi; Kash. Shimla marchwangan; Kh. Sohmynken jhur stem; Mal. Undamulagu; Mar. Bhoplimirchi; O. Shimla Lanka; P. Shimle-di-mirchi; Tam. Koda milagai; Tel. Shimla mirchi; U. Shimla mirchi.,Other Vegetables,4,vegetarian eggetarian fishetarian veg,0.7833333333,"Washing, Removing stem and seeds"
D036,Cauliflower,Brassica oleracea var. botrytis,A. Phul kobi; B. Phul kopi; G. Fulawar; H. Phul gobi; Kan. Hukosu; Kash. Phoolgobi; Kh. Phul kubi; Mal. Cauliflower; M. Kobithamchetmai; Mar. Phul gobi; N. Kauli; O. Phul Kobi; P. Phul gobi; S. Gojihvaa; Tam. Pookosu; Tel. Go puvvu; U. Phul gobi.,Other Vegetables,6,vegetarian eggetarian fishetarian veg,0.6166666667,"Washing, Separating florets, Trimming core"
D037,Celery stalk,Apium graveolens,B. Randhuni; H. Ajmud; Kh. Dieng seleri; G. Celery daandi; Tam. Sivarikkeerai.,Other Vegetables,3,vegetarian eggetarian fishetarian veg,0.7333333333,"Washing, Trimming base and leaves (optional: peeling)"
D038,Cho-cho-marrow,Sechium edule,"A. Squash; E. Cho cho marrow, Chayote; H. Cho-cho-marrow; Kan. Cho-cho-marrow; M. Dasakusa; Mal. Cho-cho-marrow; Mar. Cho cho sara; O. Phuti kakudi; Kh. Biskot; Tam. Chow-chow.",Other Vegetables,4,vegetarian eggetarian fishetarian veg,0.7666666667,"Peeling, Deseeding"
D039,Cluster beans,Cyamopsis tetragonobola,A. Mah; B. Jhar sim; E. Guar; G. Govar; H. Gaur-ki-phalli; Kan. Gori koyi; Kash. Hyambi; Mal. Kothavara; Mar. Govari; O. Guanra chhuin; P. Guarae-di-faliya; Tam. Kothavaranga; Tel. Goruchikkudu; U. Gavar ki palli.,Other Vegetables,6,vegetarian eggetarian fishetarian veg,0.8566666667,"Washing, Trimming ends"
D040,"Colocasia, stem, black",Colocasia esculenta,A. kosu thari; B. Kochur loti; H. Arwi-ki-dandi; Kan. Kesu danthu; Kh. Kawang iong; Mal. Chembin thandu; M. Paan Makhok; Mar. Alu-che-dath; O. Sarunada; P. Arbi de dande; Tam. Seppanthandu; Tel. Chama kada; U. Arwi ke kade.,Other Vegetables,1,vegetarian eggetarian fishetarian veg,0.7166666667,"Washing, Peeling"
D041,"Colocasia, stem, green",Colocasia esculenta,A. Kosu thari; B. Kochur loti; H. Arwi-ki-dandi; Kan. Kesu danthu; Kh. Ka wang jyrngam; Mal. Chembin thandu; M. Paan Makhok; Mar. Alu-che-dath; O. Sarunada; P. Arbi de dande; Tam. Seppanthandu; Tel. Chama kada; U. Arwi ke kade.,Other Vegetables,5,vegetarian eggetarian fishetarian veg,0.7166666667,"Washing, Peeling"
